id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
293,194.39,Shirts & Tops,Versace Polo Shirts #293,Versace,598.13,Men,SKU-000293,10
294,114.29,Suits,H&M Blazers #294,H&M,223.09,Men,SKU-000294,8
295,67.03,Intimates,Abercrombie Bras & Bralettes #295,Abercrombie,148.94,Men,SKU-000295,10
296,243.16,Jeans,Gucci Straight Jeans #296,Gucci,678.06,Women,SKU-000296,3
297,209.29,Pants & Capris,Free People Chinos #297,Free People,453.89,Men,SKU-000297,9
298,237.14,Swim,Banana Republic Cover Ups #298,Banana Republic,631.92,Men,SKU-000298,6
299,242.26,Intimates,Ralph Lauren Bras & Bralettes #299,Ralph Lauren,656.81,Women,SKU-000299,3
300,48.96,Skirts,Calvin Klein Mini Skirts #300,Calvin Klein,96.04,Men,SKU-000300,8
301,126.95,Suits,Reebok Blazers #301,Reebok,250.72,Men,SKU-000301,4
302,103.15,Accessories,Levi's Bags #302,Levi's,285.34,Women,SKU-000302,10
303,195.65,Accessories,Calvin Klein Bags #303,Calvin Klein,465.93,Women,SKU-000303,7
304,221.68,Blazers & Jackets,Ralph Lauren Denim Jackets #304,Ralph Lauren,454.23,Kids,SKU-000304,8
305,155.66,Fashion Hoodies & Sweatshirts,Puma Hoodies #305,Puma,289.75,Women,SKU-000305,5
306,176.0,Underwear,Calvin Klein Briefs #306,Calvin Klein,542.13,Women,SKU-000306,7
307,47.79,Jeans,American Eagle Straight Jeans #307,American Eagle,111.34,Men,SKU-000307,3
308,211.86,Underwear,North Face Briefs #308,North Face,558.78,Men,SKU-000308,1
309,77.96,Footwear,H&M Flats #309,H&M,249.22,Men,SKU-000309,6
310,212.93,Footwear,North Face Sandals #310,North Face,601.76,Kids,SKU-000310,7
311,236.91,Active,Under Armour Athletic Shorts #311,Under Armour,507.74,Kids,SKU-000311,8
312,45.99,Shirts & Tops,Forever 21 Casual Shirts #312,Forever 21,115.1,Men,SKU-000312,10
313,132.68,Outerwear & Coats,Abercrombie Vests #313,Abercrombie,396.51,Women,SKU-000313,4
314,193.04,Accessories,Hollister Belts #314,Hollister,462.67,Men,SKU-000314,6
315,216.0,Footwear,Levi's Sandals #315,Levi's,621.19,Men,SKU-000315,5
316,158.86,Skirts,Ralph Lauren A-Line Skirts #316,Ralph Lauren,429.99,Men,SKU-000316,4
317,162.58,Intimates,Nike Lingerie #317,Nike,486.07,Women,SKU-000317,4
318,77.0,Jeans,Gucci Straight Jeans #318,Gucci,235.53,Kids,SKU-000318,4
319,245.15,Fashion Hoodies & Sweatshirts,Forever 21 Hoodies #319,Forever 21,546.17,Women,SKU-000319,6
320,107.22,Socks,Prada Crew Socks #320,Prada,314.44,Men,SKU-000320,3
321,193.74,Leggings,Abercrombie Casual Leggings #321,Abercrombie,530.69,Men,SKU-000321,5
322,243.43,Underwear,Wrangler Boxers #322,Wrangler,771.4,Women,SKU-000322,10
323,62.03,Fashion Hoodies & Sweatshirts,H&M Hoodies #323,H&M,166.85,Women,SKU-000323,7
324,169.64,Pants & Capris,Anthropologie Jeans #324,Anthropologie,419.78,Men,SKU-000324,1
325,33.22,Shirts & Tops,Anthropologie Casual Shirts #325,Anthropologie,63.47,Women,SKU-000325,9
326,56.91,Shirts & Tops,Versace Polo Shirts #326,Versace,130.62,Women,SKU-000326,10
327,32.72,Footwear,New Balance Boots #327,New Balance,83.88,Women,SKU-000327,7
328,97.21,Suits,Columbia Business Suits #328,Columbia,297.24,Women,SKU-000328,8
329,205.97,Active,Prada Sports Bras #329,Prada,545.35,Men,SKU-000329,3
330,165.61,Shirts & Tops,Zara Casual Shirts #330,Zara,438.04,Women,SKU-000330,2
331,214.46,Swim,North Face Swimwear #331,North Face,474.57,Kids,SKU-000331,1
332,60.2,Swim,Under Armour Swimwear #332,Under Armour,171.57,Men,SKU-000332,7
333,40.78,Suits,Columbia Blazers #333,Columbia,110.13,Men,SKU-000333,4
334,133.91,Fashion Hoodies & Sweatshirts,Abercrombie Hoodies #334,Abercrombie,312.77,Kids,SKU-000334,4
335,107.21,Dresses,Hollister Maxi Dresses #335,Hollister,226.95,Men,SKU-000335,2
336,187.92,Pants & Capris,Calvin Klein Leggings #336,Calvin Klein,458.96,Women,SKU-000336,4
337,31.65,Underwear,Zara Briefs #337,Zara,94.66,Men,SKU-000337,3
338,37.84,Skirts,Anthropologie A-Line Skirts #338,Anthropologie,79.81,Men,SKU-000338,7
339,73.92,Footwear,Anthropologie Flats #339,Anthropologie,153.62,Women,SKU-000339,4
340,78.61,Leggings,Burberry Workout Leggings #340,Burberry,221.2,Men,SKU-000340,9
341,218.66,Underwear,Free People Briefs #341,Free People,502.5,Men,SKU-000341,5
342,198.67,Shorts,Calvin Klein Athletic Shorts #342,Calvin Klein,439.05,Kids,SKU-000342,6
343,201.28,Accessories,Columbia Jewelry #343,Columbia,407.94,Men,SKU-000343,5
344,141.18,Suits,Free People Blazers #344,Free People,370.66,Kids,SKU-000344,3
345,174.52,Dresses,Gucci Maxi Dresses #345,Gucci,320.58,Men,SKU-000345,5
346,32.63,Accessories,Nike Bags #346,Nike,87.8,Women,SKU-000346,10
347,114.15,Jeans,H&M Skinny Jeans #347,H&M,256.88,Men,SKU-000347,5
348,209.87,Active,Columbia Sports Bras #348,Columbia,386.98,Kids,SKU-000348,6
349,98.17,Blazers & Jackets,Patagonia Leather Jackets #349,Patagonia,305.01,Kids,SKU-000349,7
350,63.04,Underwear,UNIQLO Boxers #350,UNIQLO,143.34,Women,SKU-000350,4
351,159.06,Intimates,J.Crew Bras & Bralettes #351,J.Crew,314.78,Kids,SKU-000351,6
352,215.86,Active,Patagonia Sports Bras #352,Patagonia,443.94,Men,SKU-000352,6
353,211.45,Jeans,Forever 21 Bootcut Jeans #353,Forever 21,524.92,Men,SKU-000353,4
354,43.74,Shirts & Tops,Abercrombie T-Shirts #354,Abercrombie,100.91,Men,SKU-000354,8
355,185.83,Swim,Calvin Klein Swimwear #355,Calvin Klein,364.93,Women,SKU-000355,8
356,168.42,Active,Puma Sports Bras #356,Puma,389.18,Women,SKU-000356,4
357,208.92,Skirts,Anthropologie Mini Skirts #357,Anthropologie,560.9,Men,SKU-000357,2
358,146.89,Suits,Gucci Business Suits #358,Gucci,328.45,Men,SKU-000358,9
359,233.29,Shorts,Zara Athletic Shorts #359,Zara,495.36,Men,SKU-000359,10
360,168.92,Outerwear & Coats,Anthropologie Coats #360,Anthropologie,465.07,Kids,SKU-000360,2
361,136.94,Swim,Hollister Cover Ups #361,Hollister,394.36,Men,SKU-000361,3
362,227.61,Suits,Gap Blazers #362,Gap,477.55,Kids,SKU-000362,7
363,214.63,Footwear,Wrangler Boots #363,Wrangler,515.68,Women,SKU-000363,3
364,39.59,Intimates,Patagonia Lingerie #364,Patagonia,101.71,Kids,SKU-000364,9
365,175.19,Shorts,Levi's Athletic Shorts #365,Levi's,433.42,Kids,SKU-000365,2
366,112.74,Suits,Versace Business Suits #366,Versace,224.52,Kids,SKU-000366,10
367,207.59,Blazers & Jackets,Prada Leather Jackets #367,Prada,482.79,Women,SKU-000367,10
368,36.47,Shirts & Tops,Free People Polo Shirts #368,Free People,103.06,Kids,SKU-000368,6
369,216.0,Jeans,Gucci Bootcut Jeans #369,Gucci,476.89,Kids,SKU-000369,7
370,29.34,Tops & Tees,Calvin Klein Crop Tops #370,Calvin Klein,90.0,Women,SKU-000370,2
371,178.34,Suits,American Eagle Blazers #371,American Eagle,400.34,Kids,SKU-000371,1
372,29.35,Dresses,J.Crew Maxi Dresses #372,J.Crew,54.53,Women,SKU-000372,1
373,61.57,Socks,Calvin Klein Ankle Socks #373,Calvin Klein,142.66,Women,SKU-000373,2
374,40.43,Fashion Hoodies & Sweatshirts,UNIQLO Crewneck Sweatshirts #374,UNIQLO,110.08,Women,SKU-000374,7
375,175.34,Active,Zara Athletic Shorts #375,Zara,330.79,Women,SKU-000375,8
376,169.19,Socks,Zara Ankle Socks #376,Zara,425.62,Kids,SKU-000376,6
377,12.27,Footwear,Free People Sandals #377,Free People,30.06,Women,SKU-000377,5
378,119.87,Suits,J.Crew Blazers #378,J.Crew,264.6,Men,SKU-000378,5
379,217.62,Skirts,Abercrombie A-Line Skirts #379,Abercrombie,544.48,Men,SKU-000379,2
380,221.98,Jeans,Forever 21 Skinny Jeans #380,Forever 21,468.46,Women,SKU-000380,4
381,116.91,Skirts,Adidas Mini Skirts #381,Adidas,268.25,Men,SKU-000381,9
382,116.04,Jeans,UNIQLO Straight Jeans #382,UNIQLO,218.35,Women,SKU-000382,6
383,109.78,Intimates,J.Crew Underwear #383,J.Crew,204.46,Men,SKU-000383,7
384,234.44,Sleep & Lounge,Nike Robes #384,Nike,655.63,Kids,SKU-000384,7
385,155.99,Pants & Capris,Burberry Jeans #385,Burberry,362.12,Kids,SKU-000385,4
386,126.63,Accessories,American Eagle Sunglasses #386,American Eagle,381.4,Men,SKU-000386,5
387,8.43,Pants & Capris,Wrangler Chinos #387,Wrangler,24.06,Men,SKU-000387,5
388,74.47,Outerwear & Coats,Burberry Vests #388,Burberry,222.02,Kids,SKU-000388,6
389,6.31,Sleep & Lounge,Adidas Robes #389,Adidas,11.95,Women,SKU-000389,3
390,99.93,Intimates,Puma Lingerie #390,Puma,210.2,Women,SKU-000390,9
391,170.87,Shirts & Tops,Forever 21 Polo Shirts #391,Forever 21,458.61,Kids,SKU-000391,3
392,128.96,Shorts,Columbia Bermuda Shorts #392,Columbia,336.07,Women,SKU-000392,4
393,122.08,Fashion Hoodies & Sweatshirts,Patagonia Hoodies #393,Patagonia,322.96,Kids,SKU-000393,2
394,212.68,Skirts,Nike Midi Skirts #394,Nike,667.21,Women,SKU-000394,8
395,6.95,Active,Burberry Athletic Shorts #395,Burberry,17.49,Kids,SKU-000395,9
396,211.34,Skirts,Under Armour A-Line Skirts #396,Under Armour,602.14,Kids,SKU-000396,3
397,196.76,Skirts,Ralph Lauren Mini Skirts #397,Ralph Lauren,446.12,Kids,SKU-000397,9
398,31.3,Underwear,Gap Boxers #398,Gap,91.22,Kids,SKU-000398,7
399,24.7,Skirts,Hollister Midi Skirts #399,Hollister,77.25,Kids,SKU-000399,4
400,193.1,Pants & Capris,Zara Chinos #400,Zara,472.18,Kids,SKU-000400,5
401,84.91,Sleep & Lounge,H&M Pajamas #401,H&M,237.62,Women,SKU-000401,8
402,88.96,Skirts,Hollister Mini Skirts #402,Hollister,190.9,Men,SKU-000402,8
403,27.74,Skirts,Prada A-Line Skirts #403,Prada,70.08,Women,SKU-000403,3
404,158.38,Suits,American Eagle Blazers #404,American Eagle,359.93,Men,SKU-000404,7
405,46.53,Outerwear & Coats,H&M Vests #405,H&M,89.98,Men,SKU-000405,6
406,136.08,Footwear,Burberry Boots #406,Burberry,410.39,Women,SKU-000406,4
407,10.76,Tops & Tees,Calvin Klein Blouses #407,Calvin Klein,22.41,Men,SKU-000407,7
408,247.97,Intimates,Puma Lingerie #408,Puma,590.7,Men,SKU-000408,9
409,163.2,Blazers & Jackets,Under Armour Denim Jackets #409,Under Armour,361.34,Men,SKU-000409,6
410,39.89,Tops & Tees,Tommy Hilfiger Crop Tops #410,Tommy Hilfiger,100.58,Kids,SKU-000410,8
411,48.34,Outerwear & Coats,New Balance Vests #411,New Balance,138.32,Kids,SKU-000411,6
412,206.25,Suits,Puma Blazers #412,Puma,631.09,Men,SKU-000412,6
413,88.41,Swim,American Eagle Swimwear #413,American Eagle,184.88,Women,SKU-000413,7
414,167.37,Active,New Balance Sports Bras #414,New Balance,377.0,Kids,SKU-000414,7
415,58.69,Underwear,Banana Republic Briefs #415,Banana Republic,145.94,Kids,SKU-000415,5
416,24.16,Tops & Tees,Anthropologie Tank Tops #416,Anthropologie,53.9,Men,SKU-000416,3
417,209.78,Suits,North Face Business Suits #417,North Face,648.43,Kids,SKU-000417,4
418,95.32,Footwear,Nike Sneakers #418,Nike,232.79,Men,SKU-000418,3
419,94.84,Underwear,Burberry Briefs #419,Burberry,272.21,Men,SKU-000419,1
420,217.42,Skirts,North Face Midi Skirts #420,North Face,662.86,Women,SKU-000420,4
421,124.31,Outerwear & Coats,Under Armour Coats #421,Under Armour,268.3,Kids,SKU-000421,2
422,119.93,Swim,Forever 21 Cover Ups #422,Forever 21,236.36,Kids,SKU-000422,2
423,226.02,Leggings,Banana Republic Workout Leggings #423,Banana Republic,475.77,Women,SKU-000423,5
424,190.05,Swim,Gucci Swimwear #424,Gucci,390.83,Kids,SKU-000424,2
425,230.63,Shorts,Wrangler Bermuda Shorts #425,Wrangler,678.46,Kids,SKU-000425,1
426,112.1,Outerwear & Coats,Wrangler Jackets #426,Wrangler,263.7,Women,SKU-000426,7
427,233.36,Active,Abercrombie Sports Bras #427,Abercrombie,575.2,Kids,SKU-000427,9
428,130.44,Shorts,Reebok Athletic Shorts #428,Reebok,290.41,Kids,SKU-000428,9
429,147.34,Shorts,Under Armour Athletic Shorts #429,Under Armour,282.81,Kids,SKU-000429,5
430,211.44,Underwear,Under Armour Boxers #430,Under Armour,503.95,Kids,SKU-000430,10
431,227.43,Swim,Columbia Cover Ups #431,Columbia,465.71,Kids,SKU-000431,4
432,137.03,Sleep & Lounge,H&M Robes #432,H&M,371.22,Women,SKU-000432,4
433,240.73,Accessories,Wrangler Sunglasses #433,Wrangler,565.59,Kids,SKU-000433,7
434,10.11,Fashion Hoodies & Sweatshirts,Levi's Crewneck Sweatshirts #434,Levi's,20.85,Women,SKU-000434,7
435,249.03,Suits,North Face Business Suits #435,North Face,754.44,Women,SKU-000435,3
436,189.95,Footwear,H&M Sneakers #436,H&M,352.37,Men,SKU-000436,8
437,249.62,Skirts,UNIQLO Midi Skirts #437,UNIQLO,527.23,Women,SKU-000437,6
438,96.52,Dresses,Ralph Lauren Formal Dresses #438,Ralph Lauren,232.82,Kids,SKU-000438,4
439,22.31,Sleep & Lounge,UNIQLO Robes #439,UNIQLO,41.1,Kids,SKU-000439,5
440,149.69,Sleep & Lounge,American Eagle Pajamas #440,American Eagle,280.7,Kids,SKU-000440,6
441,113.83,Outerwear & Coats,Burberry Vests #441,Burberry,216.03,Kids,SKU-000441,10
442,42.32,Blazers & Jackets,Puma Denim Jackets #442,Puma,132.45,Men,SKU-000442,4
443,103.99,Suits,North Face Blazers #443,North Face,197.12,Men,SKU-000443,5
444,53.36,Socks,Prada Crew Socks #444,Prada,145.74,Kids,SKU-000444,9
445,141.83,Outerwear & Coats,Anthropologie Vests #445,Anthropologie,421.08,Men,SKU-000445,10
446,48.67,Sleep & Lounge,Calvin Klein Robes #446,Calvin Klein,154.71,Women,SKU-000446,1
447,81.39,Swim,Columbia Cover Ups #447,Columbia,257.3,Women,SKU-000447,1
448,115.54,Dresses,H&M Maxi Dresses #448,H&M,242.74,Kids,SKU-000448,5
449,182.09,Dresses,Hollister Mini Dresses #449,Hollister,383.27,Men,SKU-000449,4
450,20.34,Tops & Tees,Levi's Crop Tops #450,Levi's,61.8,Men,SKU-000450,8
451,218.42,Shirts & Tops,Columbia Polo Shirts #451,Columbia,513.49,Men,SKU-000451,2
452,204.57,Shorts,Patagonia Athletic Shorts #452,Patagonia,576.49,Kids,SKU-000452,5
453,13.59,Accessories,Gap Jewelry #453,Gap,26.43,Women,SKU-000453,3
454,24.82,Shorts,New Balance Athletic Shorts #454,New Balance,56.51,Women,SKU-000454,2
455,233.63,Shorts,Nike Athletic Shorts #455,Nike,644.21,Kids,SKU-000455,7
456,72.1,Socks,Calvin Klein Crew Socks #456,Calvin Klein,135.87,Women,SKU-000456,5
457,157.47,Sleep & Lounge,Abercrombie Robes #457,Abercrombie,375.98,Women,SKU-000457,6
458,122.95,Pants & Capris,Versace Shorts #458,Versace,268.88,Women,SKU-000458,8
459,135.17,Swim,Gucci Cover Ups #459,Gucci,373.73,Kids,SKU-000459,9
460,113.22,Skirts,Abercrombie Mini Skirts #460,Abercrombie,262.77,Women,SKU-000460,8
461,35.13,Blazers & Jackets,Wrangler Blazers #461,Wrangler,66.47,Men,SKU-000461,10
462,165.65,Sleep & Lounge,UNIQLO Pajamas #462,UNIQLO,438.49,Kids,SKU-000462,2
463,122.18,Shorts,J.Crew Athletic Shorts #463,J.Crew,333.82,Kids,SKU-000463,8
464,163.44,Intimates,Levi's Bras & Bralettes #464,Levi's,426.32,Women,SKU-000464,7
465,87.52,Dresses,Tommy Hilfiger Formal Dresses #465,Tommy Hilfiger,211.75,Men,SKU-000465,5
466,58.76,Outerwear & Coats,Banana Republic Jackets #466,Banana Republic,150.61,Women,SKU-000466,9
467,108.79,Swim,Hollister Cover Ups #467,Hollister,340.74,Men,SKU-000467,10
468,166.38,Tops & Tees,Patagonia Crop Tops #468,Patagonia,498.72,Women,SKU-000468,7
469,130.24,Fashion Hoodies & Sweatshirts,Patagonia Crewneck Sweatshirts #469,Patagonia,361.51,Kids,SKU-000469,10
470,56.33,Outerwear & Coats,Gap Vests #470,Gap,147.24,Women,SKU-000470,3
471,127.8,Jeans,UNIQLO Bootcut Jeans #471,UNIQLO,234.63,Men,SKU-000471,4
472,199.17,Shorts,Prada Athletic Shorts #472,Prada,506.65,Kids,SKU-000472,5
473,224.77,Suits,Banana Republic Blazers #473,Banana Republic,683.65,Kids,SKU-000473,4
474,188.07,Intimates,Levi's Lingerie #474,Levi's,448.73,Men,SKU-000474,4
475,36.6,Intimates,H&M Lingerie #475,H&M,74.76,Women,SKU-000475,8
476,38.84,Active,Tommy Hilfiger Sports Bras #476,Tommy Hilfiger,92.83,Women,SKU-000476,5
477,145.14,Socks,J.Crew Ankle Socks #477,J.Crew,431.59,Women,SKU-000477,6
478,113.66,Active,North Face Yoga Pants #478,North Face,220.19,Kids,SKU-000478,10
479,40.64,Accessories,Burberry Sunglasses #479,Burberry,110.57,Women,SKU-000479,8
480,245.11,Blazers & Jackets,Nike Denim Jackets #480,Nike,493.43,Women,SKU-000480,9
481,16.99,Swim,Zara Cover Ups #481,Zara,36.65,Women,SKU-000481,9
482,159.1,Leggings,Tommy Hilfiger Casual Leggings #482,Tommy Hilfiger,432.33,Women,SKU-000482,4
483,152.75,Underwear,Patagonia Briefs #483,Patagonia,415.67,Men,SKU-000483,4
484,52.94,Underwear,Calvin Klein Boxers #484,Calvin Klein,109.81,Kids,SKU-000484,8
485,140.17,Skirts,Reebok A-Line Skirts #485,Reebok,408.6,Women,SKU-000485,9
486,35.08,Sleep & Lounge,Prada Pajamas #486,Prada,85.12,Kids,SKU-000486,9
487,90.41,Skirts,H&M A-Line Skirts #487,H&M,256.75,Men,SKU-000487,4
488,152.79,Suits,Puma Business Suits #488,Puma,427.07,Kids,SKU-000488,10
489,62.05,Socks,New Balance Ankle Socks #489,New Balance,166.57,Men,SKU-000489,3
490,11.14,Shirts & Tops,Patagonia Polo Shirts #490,Patagonia,34.74,Kids,SKU-000490,5
491,53.26,Underwear,Nike Briefs #491,Nike,111.42,Kids,SKU-000491,5
492,182.55,Dresses,Free People Formal Dresses #492,Free People,343.29,Kids,SKU-000492,7
493,105.04,Blazers & Jackets,J.Crew Blazers #493,J.Crew,281.89,Women,SKU-000493,3
494,115.13,Fashion Hoodies & Sweatshirts,Anthropologie Hoodies #494,Anthropologie,278.21,Women,SKU-000494,8
495,179.44,Fashion Hoodies & Sweatshirts,Under Armour Crewneck Sweatshirts #495,Under Armour,499.15,Kids,SKU-000495,8
496,92.93,Pants & Capris,Patagonia Jeans #496,Patagonia,242.24,Women,SKU-000496,5
497,224.2,Skirts,Hollister A-Line Skirts #497,Hollister,475.02,Kids,SKU-000497,1
498,73.75,Active,Banana Republic Sports Bras #498,Banana Republic,201.79,Men,SKU-000498,3
499,18.56,Footwear,Versace Boots #499,Versace,39.52,Women,SKU-000499,3
500,100.44,Footwear,Puma Flats #500,Puma,196.07,Women,SKU-000500,9
501,206.84,Footwear,Patagonia Sneakers #501,Patagonia,590.74,Kids,SKU-000501,2
502,10.25,Outerwear & Coats,Columbia Jackets #502,Columbia,21.87,Men,SKU-000502,6
503,103.72,Shorts,Tommy Hilfiger Bermuda Shorts #503,Tommy Hilfiger,216.3,Men,SKU-000503,9
504,202.96,Active,American Eagle Athletic Shorts #504,American Eagle,553.01,Women,SKU-000504,9
505,39.27,Suits,Nike Business Suits #505,Nike,121.75,Men,SKU-000505,5
506,11.62,Socks,Reebok Ankle Socks #506,Reebok,31.03,Women,SKU-000506,10
507,233.55,Leggings,Burberry Casual Leggings #507,Burberry,606.25,Kids,SKU-000507,5
508,20.88,Suits,Free People Business Suits #508,Free People,45.4,Men,SKU-000508,1
509,188.17,Tops & Tees,American Eagle Crop Tops #509,American Eagle,429.52,Men,SKU-000509,10
510,209.9,Shorts,Tommy Hilfiger Athletic Shorts #510,Tommy Hilfiger,657.37,Women,SKU-000510,6
511,156.56,Socks,Abercrombie Ankle Socks #511,Abercrombie,367.67,Men,SKU-000511,1
512,153.27,Shorts,J.Crew Athletic Shorts #512,J.Crew,371.29,Kids,SKU-000512,3
513,110.17,Accessories,Levi's Belts #513,Levi's,332.53,Kids,SKU-000513,7
514,63.05,Pants & Capris,Free People Leggings #514,Free People,116.5,Women,SKU-000514,3
515,194.92,Shorts,Levi's Bermuda Shorts #515,Levi's,553.38,Men,SKU-000515,8
516,112.04,Skirts,Puma A-Line Skirts #516,Puma,289.98,Kids,SKU-000516,9
517,92.79,Swim,H&M Cover Ups #517,H&M,280.15,Men,SKU-000517,7
518,131.35,Underwear,H&M Boxers #518,H&M,396.92,Men,SKU-000518,3
519,18.39,Swim,Gucci Cover Ups #519,Gucci,43.47,Women,SKU-000519,10
520,221.73,Pants & Capris,Prada Leggings #520,Prada,506.64,Kids,SKU-000520,10
521,217.32,Socks,UNIQLO Crew Socks #521,UNIQLO,469.11,Women,SKU-000521,6
522,49.47,Skirts,Gap Midi Skirts #522,Gap,95.69,Women,SKU-000522,9
523,51.44,Underwear,Tommy Hilfiger Briefs #523,Tommy Hilfiger,150.33,Women,SKU-000523,10
524,227.93,Sleep & Lounge,North Face Robes #524,North Face,538.56,Women,SKU-000524,10
525,140.15,Outerwear & Coats,Adidas Jackets #525,Adidas,314.44,Women,SKU-000525,10
526,90.56,Suits,Puma Business Suits #526,Puma,246.6,Women,SKU-000526,7
527,8.19,Underwear,Banana Republic Briefs #527,Banana Republic,19.69,Women,SKU-000527,4
528,202.92,Skirts,North Face Mini Skirts #528,North Face,512.67,Women,SKU-000528,8
529,163.79,Tops & Tees,Banana Republic Blouses #529,Banana Republic,309.46,Kids,SKU-000529,4
530,199.73,Intimates,Versace Lingerie #530,Versace,423.6,Kids,SKU-000530,9
531,37.42,Accessories,Tommy Hilfiger Bags #531,Tommy Hilfiger,90.45,Men,SKU-000531,9
532,146.19,Sleep & Lounge,Levi's Robes #532,Levi's,455.36,Kids,SKU-000532,1
533,93.35,Dresses,Ralph Lauren Formal Dresses #533,Ralph Lauren,177.79,Women,SKU-000533,6
534,142.11,Swim,Versace Cover Ups #534,Versace,293.56,Women,SKU-000534,2
535,105.06,Sleep & Lounge,Levi's Pajamas #535,Levi's,227.74,Kids,SKU-000535,9
536,108.15,Active,Reebok Yoga Pants #536,Reebok,234.56,Kids,SKU-000536,9
537,150.59,Pants & Capris,Tommy Hilfiger Leggings #537,Tommy Hilfiger,322.04,Women,SKU-000537,7
538,157.44,Active,Under Armour Athletic Shorts #538,Under Armour,324.55,Women,SKU-000538,8
539,117.05,Swim,Tommy Hilfiger Cover Ups #539,Tommy Hilfiger,297.46,Kids,SKU-000539,1
540,60.13,Suits,Versace Blazers #540,Versace,180.45,Women,SKU-000540,1
541,163.94,Active,Nike Athletic Shorts #541,Nike,365.95,Kids,SKU-000541,7
542,38.94,Shirts & Tops,Nike Casual Shirts #542,Nike,118.59,Women,SKU-000542,4
543,158.95,Suits,Burberry Business Suits #543,Burberry,477.43,Men,SKU-000543,7
544,156.31,Swim,Nike Cover Ups #544,Nike,463.96,Men,SKU-000544,6
545,85.81,Active,Under Armour Yoga Pants #545,Under Armour,219.07,Men,SKU-000545,10
546,242.0,Outerwear & Coats,Columbia Coats #546,Columbia,633.34,Kids,SKU-000546,10
547,118.11,Tops & Tees,Tommy Hilfiger Tank Tops #547,Tommy Hilfiger,357.5,Women,SKU-000547,10
548,25.25,Swim,Gucci Swimwear #548,Gucci,73.4,Women,SKU-000548,10
549,11.59,Jeans,Columbia Skinny Jeans #549,Columbia,28.25,Women,SKU-000549,5
550,50.89,Shorts,Free People Bermuda Shorts #550,Free People,139.73,Men,SKU-000550,4
551,204.28,Dresses,H&M Mini Dresses #551,H&M,533.83,Women,SKU-000551,3
552,37.75,Skirts,Burberry A-Line Skirts #552,Burberry,93.58,Kids,SKU-000552,4
553,237.35,Fashion Hoodies & Sweatshirts,Hollister Hoodies #553,Hollister,689.36,Women,SKU-000553,1
554,95.65,Underwear,H&M Boxers #554,H&M,193.93,Men,SKU-000554,8
555,99.54,Fashion Hoodies & Sweatshirts,Forever 21 Hoodies #555,Forever 21,290.69,Men,SKU-000555,3
556,42.59,Leggings,Tommy Hilfiger Casual Leggings #556,Tommy Hilfiger,98.39,Kids,SKU-000556,6
557,191.3,Jeans,Versace Bootcut Jeans #557,Versace,353.47,Men,SKU-000557,6
558,180.3,Fashion Hoodies & Sweatshirts,Adidas Hoodies #558,Adidas,553.59,Women,SKU-000558,10
559,138.4,Active,American Eagle Yoga Pants #559,American Eagle,312.6,Women,SKU-000559,6
560,71.04,Swim,UNIQLO Swimwear #560,UNIQLO,195.96,Men,SKU-000560,6
561,160.75,Blazers & Jackets,H&M Leather Jackets #561,H&M,505.71,Kids,SKU-000561,8
562,230.34,Underwear,Patagonia Briefs #562,Patagonia,672.3,Kids,SKU-000562,9
563,190.63,Leggings,Prada Workout Leggings #563,Prada,512.5,Kids,SKU-000563,2
564,27.7,Tops & Tees,Burberry Tank Tops #564,Burberry,73.0,Men,SKU-000564,10
565,27.83,Suits,H&M Blazers #565,H&M,50.24,Men,SKU-000565,7
566,228.12,Active,Abercrombie Athletic Shorts #566,Abercrombie,535.45,Women,SKU-000566,9
567,168.43,Fashion Hoodies & Sweatshirts,Ralph Lauren Crewneck Sweatshirts #567,Ralph Lauren,358.57,Men,SKU-000567,7
568,109.26,Socks,Free People Ankle Socks #568,Free People,251.82,Men,SKU-000568,10
569,46.33,Active,Patagonia Yoga Pants #569,Patagonia,98.22,Women,SKU-000569,5
570,30.06,Accessories,Anthropologie Belts #570,Anthropologie,72.11,Kids,SKU-000570,3
571,212.34,Jeans,Tommy Hilfiger Straight Jeans #571,Tommy Hilfiger,564.71,Kids,SKU-000571,2
572,99.31,Leggings,H&M Casual Leggings #572,H&M,201.03,Men,SKU-000572,9
573,87.11,Socks,Forever 21 Ankle Socks #573,Forever 21,271.49,Kids,SKU-000573,6
574,93.39,Outerwear & Coats,Zara Jackets #574,Zara,250.47,Kids,SKU-000574,2
575,204.73,Outerwear & Coats,Burberry Coats #575,Burberry,639.73,Women,SKU-000575,1
576,121.33,Dresses,Reebok Maxi Dresses #576,Reebok,268.86,Men,SKU-000576,8
577,188.3,Sleep & Lounge,Under Armour Pajamas #577,Under Armour,398.69,Women,SKU-000577,10
578,23.66,Shirts & Tops,American Eagle Casual Shirts #578,American Eagle,65.74,Men,SKU-000578,7
579,89.83,Fashion Hoodies & Sweatshirts,Anthropologie Hoodies #579,Anthropologie,230.4,Women,SKU-000579,9
580,160.47,Footwear,H&M Boots #580,H&M,457.63,Women,SKU-000580,8
581,80.32,Tops & Tees,Reebok Blouses #581,Reebok,175.37,Men,SKU-000581,8
582,145.8,Outerwear & Coats,Puma Vests #582,Puma,348.14,Women,SKU-000582,8
583,123.85,Active,Gucci Athletic Shorts #583,Gucci,322.06,Men,SKU-000583,1
584,186.49,Jeans,Reebok Skinny Jeans #584,Reebok,404.23,Women,SKU-000584,6
