order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,order_total
7244,5838,Complete,M,2020-10-09 00:10:28,,2020-10-11 00:10:28,2020-10-15 00:10:28,1,231.77
7245,8210,Complete,F,2023-12-29 13:51:11,,2023-12-31 13:51:11,2024-01-05 13:51:11,1,378.17
7246,4341,Complete,M,2024-07-11 21:43:36,,2024-07-12 21:43:36,2024-07-14 21:43:36,2,873.08
7247,3527,Complete,M,2023-06-18 12:01:56,,2023-06-20 12:01:56,2023-06-25 12:01:56,1,498.05
7248,7387,Complete,F,2024-05-27 00:57:53,,2024-05-30 00:57:53,2024-06-01 00:57:53,1,271.08
7249,1314,Complete,F,2021-07-14 02:37:09,,2021-07-15 02:37:09,2021-07-21 02:37:09,3,709.48
7250,7940,Complete,M,2022-04-22 12:35:34,,2022-04-25 12:35:34,2022-04-29 12:35:34,5,817.96
7251,871,Complete,F,2023-11-15 17:59:30,,2023-11-16 17:59:30,2023-11-21 17:59:30,5,1020.37
7252,688,Complete,F,2022-02-20 06:03:05,,2022-02-22 06:03:05,2022-02-28 06:03:05,1,68.26
7253,5543,Complete,F,2024-07-21 20:14:45,,2024-07-22 20:14:45,2024-07-24 20:14:45,5,1200.06
7254,4232,Cancelled,F,2023-08-22 03:16:44,,,,3,754.95
7255,4911,Complete,M,2023-04-08 15:14:11,,2023-04-10 15:14:11,2023-04-13 15:14:11,2,629.24
7256,4486,Returned,M,2024-04-20 07:10:56,2024-05-16 07:10:56,2024-04-21 07:10:56,2024-04-25 07:10:56,4,1345.19
7257,8911,Returned,M,2021-03-10 20:17:23,2021-04-01 20:17:23,2021-03-11 20:17:23,2021-03-16 20:17:23,1,284.84
7258,4374,Complete,M,2023-06-07 03:18:21,,2023-06-08 03:18:21,2023-06-15 03:18:21,2,585.89
7259,9451,Complete,F,2024-03-14 17:32:56,,2024-03-16 17:32:56,2024-03-20 17:32:56,6,2134.08
7260,7428,Shipped,F,2023-09-06 11:48:51,,2023-09-09 11:48:51,2023-09-15 11:48:51,1,96.17
7261,3318,Cancelled,F,2022-11-22 10:19:52,,,,2,568.58
7262,9965,Complete,M,2021-12-02 19:00:38,,2021-12-03 19:00:38,2021-12-05 19:00:38,1,242.39
7263,1753,Complete,F,2024-06-27 00:19:16,,2024-06-30 00:19:16,2024-07-07 00:19:16,1,131.39
7264,7072,Returned,M,2024-11-18 18:42:49,2024-12-22 18:42:49,2024-11-20 18:42:49,2024-11-25 18:42:49,1,454.08
7265,1367,Complete,M,2023-08-12 14:58:44,,2023-08-14 14:58:44,2023-08-19 14:58:44,4,789.3
7266,7472,Shipped,M,2023-05-07 05:25:34,,2023-05-08 05:25:34,2023-05-13 05:25:34,4,1655.68
7267,6785,Processing,M,2023-11-21 16:36:07,,,,1,355.77
7268,7688,Complete,F,2024-02-12 21:41:24,,2024-02-14 21:41:24,2024-02-19 21:41:24,1,598.53
7269,3589,Complete,M,2023-07-14 17:00:36,,2023-07-15 17:00:36,2023-07-19 17:00:36,5,1633.98
7270,7842,Shipped,F,2024-10-22 06:52:13,,2024-10-25 06:52:13,2024-11-01 06:52:13,4,1377.04
7271,40,Complete,F,2024-07-16 21:38:58,,2024-07-18 21:38:58,2024-07-25 21:38:58,1,374.59
7272,7841,Complete,F,2021-04-18 07:20:35,,2021-04-21 07:20:35,2021-04-27 07:20:35,2,649.58
7273,6589,Shipped,F,2022-01-28 06:41:26,,2022-01-29 06:41:26,2022-02-03 06:41:26,2,466.21
7274,1069,Complete,F,2022-01-03 16:09:59,,2022-01-05 16:09:59,2022-01-12 16:09:59,3,482.47
7275,4463,Complete,M,2023-09-13 10:04:28,,2023-09-14 10:04:28,2023-09-16 10:04:28,4,722.92
7276,2055,Complete,M,2021-03-22 08:58:54,,2021-03-24 08:58:54,2021-03-26 08:58:54,5,2318.03
7277,7050,Complete,F,2022-10-21 15:25:19,,2022-10-24 15:25:19,2022-10-30 15:25:19,2,899.08
7278,3042,Complete,F,2024-09-02 01:08:28,,2024-09-05 01:08:28,2024-09-08 01:08:28,2,869.66
7279,5448,Complete,F,2024-08-18 03:46:08,,2024-08-20 03:46:08,2024-08-25 03:46:08,3,1133.74
7280,3365,Complete,M,2023-10-29 15:23:17,,2023-10-31 15:23:17,2023-11-05 15:23:17,3,844.06
7281,286,Returned,M,2024-10-22 11:30:36,2024-11-27 11:30:36,2024-10-25 11:30:36,2024-10-30 11:30:36,1,312.6
7282,5538,Cancelled,F,2024-09-07 09:36:12,,,,4,618.84
7283,8786,Returned,M,2022-06-23 20:22:11,2022-07-06 20:22:11,2022-06-26 20:22:11,2022-07-03 20:22:11,1,380.71
7284,3044,Shipped,M,2021-10-08 05:28:12,,2021-10-10 05:28:12,2021-10-14 05:28:12,1,293.43
7285,4596,Complete,F,2023-09-01 16:56:04,,2023-09-02 16:56:04,2023-09-08 16:56:04,4,1004.46
7286,9225,Returned,F,2024-08-08 08:52:06,2024-08-15 08:52:06,2024-08-10 08:52:06,2024-08-14 08:52:06,2,545.66
7287,5662,Complete,F,2024-10-23 07:04:26,,2024-10-25 07:04:26,2024-10-27 07:04:26,1,342.94
7288,7226,Complete,M,2024-08-28 08:18:07,,2024-08-30 08:18:07,2024-09-01 08:18:07,1,426.36
7289,3736,Complete,F,2023-11-18 02:47:04,,2023-11-19 02:47:04,2023-11-25 02:47:04,1,237.22
7290,4002,Complete,F,2023-02-01 05:44:36,,2023-02-03 05:44:36,2023-02-08 05:44:36,1,331.07
7291,3558,Complete,F,2024-07-26 22:45:25,,2024-07-27 22:45:25,2024-08-02 22:45:25,1,200.87
7292,1907,Shipped,M,2023-04-05 06:31:34,,2023-04-07 06:31:34,2023-04-12 06:31:34,1,481.34
7293,5239,Cancelled,M,2023-02-25 10:37:28,,,,3,753.51
7294,2755,Returned,F,2023-10-21 21:09:29,2023-11-08 21:09:29,2023-10-22 21:09:29,2023-10-24 21:09:29,4,1094.92
7295,5792,Complete,F,2022-03-14 16:11:52,,2022-03-16 16:11:52,2022-03-22 16:11:52,1,146.56
7296,7784,Complete,M,2024-12-12 18:43:01,,2024-12-14 18:43:01,2024-12-21 18:43:01,1,540.69
7297,8286,Processing,M,2023-01-22 19:40:01,,,,3,1164.38
7298,2742,Complete,F,2024-06-08 18:42:03,,2024-06-09 18:42:03,2024-06-11 18:42:03,2,1105.76
7299,9415,Processing,M,2023-12-09 19:03:31,,,,2,158.48
7300,7033,Complete,M,2024-04-10 21:31:13,,2024-04-12 21:31:13,2024-04-14 21:31:13,1,409.33
7301,5103,Returned,M,2022-09-23 18:18:29,2022-10-10 18:18:29,2022-09-26 18:18:29,2022-10-02 18:18:29,2,578.23
7302,4307,Complete,M,2023-01-05 08:41:58,,2023-01-06 08:41:58,2023-01-10 08:41:58,1,326.99
7303,5375,Complete,F,2024-06-03 08:11:17,,2024-06-05 08:11:17,2024-06-12 08:11:17,2,655.31
7304,6715,Complete,F,2022-08-13 20:41:43,,2022-08-14 20:41:43,2022-08-21 20:41:43,2,596.42
7305,3291,Complete,F,2021-03-01 23:29:47,,2021-03-04 23:29:47,2021-03-10 23:29:47,2,285.36
7306,734,Returned,M,2023-12-20 23:47:23,2024-01-05 23:47:23,2023-12-21 23:47:23,2023-12-27 23:47:23,4,1106.84
7307,6530,Complete,F,2023-02-20 05:45:44,,2023-02-22 05:45:44,2023-02-24 05:45:44,2,424.91
7308,189,Returned,F,2021-01-25 23:17:20,2021-02-09 23:17:20,2021-01-27 23:17:20,2021-02-01 23:17:20,1,330.97
7309,2355,Complete,M,2024-07-29 20:00:38,,2024-08-01 20:00:38,2024-08-06 20:00:38,1,236.9
7310,62,Complete,F,2024-12-25 19:15:29,,2024-12-28 19:15:29,2025-01-01 19:15:29,2,640.62
7311,7001,Complete,M,2022-04-22 17:22:19,,2022-04-24 17:22:19,2022-04-29 17:22:19,2,723.78
7312,4033,Complete,F,2023-03-07 02:03:25,,2023-03-08 02:03:25,2023-03-13 02:03:25,2,133.14
7313,5526,Complete,M,2024-02-01 13:34:23,,2024-02-04 13:34:23,2024-02-10 13:34:23,1,332.9
7314,5634,Complete,F,2022-12-10 17:41:36,,2022-12-12 17:41:36,2022-12-15 17:41:36,2,166.95
7315,1355,Complete,F,2023-06-09 01:32:23,,2023-06-10 01:32:23,2023-06-13 01:32:23,1,48.47
7316,1574,Complete,M,2022-12-27 09:40:51,,2022-12-29 09:40:51,2023-01-03 09:40:51,1,72.83
7317,4954,Returned,M,2022-11-10 06:43:57,2022-12-14 06:43:57,2022-11-11 06:43:57,2022-11-17 06:43:57,1,613.93
7318,7715,Complete,F,2024-12-12 20:10:32,,2024-12-15 20:10:32,2024-12-19 20:10:32,5,1684.57
7319,3625,Complete,M,2022-05-24 13:16:38,,2022-05-26 13:16:38,2022-05-30 13:16:38,2,763.1
7320,1457,Complete,M,2024-08-22 00:58:11,,2024-08-23 00:58:11,2024-08-26 00:58:11,3,618.28
7321,9710,Complete,F,2024-09-10 02:59:47,,2024-09-12 02:59:47,2024-09-16 02:59:47,3,1072.36
7322,6145,Returned,F,2023-11-15 08:22:18,2023-11-23 08:22:18,2023-11-16 08:22:18,2023-11-22 08:22:18,3,601.94
7323,9483,Complete,M,2022-08-08 22:00:32,,2022-08-09 22:00:32,2022-08-15 22:00:32,2,337.75
7324,7175,Shipped,M,2020-09-21 20:41:46,,2020-09-22 20:41:46,2020-09-24 20:41:46,2,800.43
7325,5767,Processing,F,2022-05-20 16:05:59,,,,2,482.65
7326,1015,Processing,M,2024-10-14 21:53:15,,,,3,592.48
7327,5896,Cancelled,M,2021-08-22 04:43:55,,,,1,355.39
7328,1786,Complete,F,2024-12-21 11:24:14,,2024-12-23 11:24:14,2024-12-30 11:24:14,5,1326.75
7329,1935,Shipped,M,2024-10-03 03:12:22,,2024-10-06 03:12:22,2024-10-10 03:12:22,1,236.81
7330,3883,Complete,M,2022-04-01 13:00:57,,2022-04-03 13:00:57,2022-04-10 13:00:57,1,349.01
7331,5126,Complete,M,2023-09-21 19:59:03,,2023-09-22 19:59:03,2023-09-28 19:59:03,1,174.98
7332,712,Complete,M,2024-06-21 15:49:18,,2024-06-23 15:49:18,2024-06-25 15:49:18,1,30.52
7333,6332,Complete,M,2024-10-15 02:43:48,,2024-10-16 02:43:48,2024-10-18 02:43:48,2,168.64
7334,3118,Complete,M,2024-10-07 18:09:24,,2024-10-10 18:09:24,2024-10-17 18:09:24,1,417.27
7335,5880,Complete,M,2024-12-04 12:22:22,,2024-12-06 12:22:22,2024-12-12 12:22:22,1,217.49
7336,8553,Cancelled,F,2023-09-20 11:19:16,,,,1,332.85
7337,8881,Complete,M,2022-10-17 05:16:27,,2022-10-19 05:16:27,2022-10-23 05:16:27,4,1029.88
7338,3448,Complete,M,2023-12-04 08:05:18,,2023-12-07 08:05:18,2023-12-09 08:05:18,1,229.93
7339,807,Cancelled,F,2021-06-01 19:02:39,,,,2,752.61
7340,9026,Complete,F,2023-05-02 18:40:04,,2023-05-04 18:40:04,2023-05-08 18:40:04,1,12.08
7341,2506,Complete,F,2024-11-07 12:04:50,,2024-11-10 12:04:50,2024-11-13 12:04:50,3,741.88
7342,3870,Complete,F,2022-07-12 13:51:52,,2022-07-13 13:51:52,2022-07-16 13:51:52,2,296.44
7343,3635,Complete,M,2024-03-31 03:52:08,,2024-04-03 03:52:08,2024-04-07 03:52:08,1,287.14
7344,2511,Complete,M,2024-07-31 07:24:42,,2024-08-02 07:24:42,2024-08-04 07:24:42,3,1146.84
7345,1742,Complete,F,2023-02-09 11:34:31,,2023-02-11 11:34:31,2023-02-18 11:34:31,1,177.99
7346,9690,Complete,F,2023-07-04 02:20:57,,2023-07-07 02:20:57,2023-07-12 02:20:57,1,362.99
7347,2753,Complete,F,2020-12-13 06:20:33,,2020-12-14 06:20:33,2020-12-21 06:20:33,2,466.7
7348,2631,Complete,F,2021-06-10 02:51:57,,2021-06-13 02:51:57,2021-06-20 02:51:57,2,512.47
7349,3132,Complete,M,2022-03-06 09:10:12,,2022-03-08 09:10:12,2022-03-11 09:10:12,1,578.54
7350,1767,Complete,M,2022-09-09 16:37:25,,2022-09-11 16:37:25,2022-09-14 16:37:25,1,260.64
7351,7922,Complete,M,2024-05-26 10:04:22,,2024-05-28 10:04:22,2024-05-31 10:04:22,4,1239.68
7352,8200,Shipped,M,2022-07-03 19:57:33,,2022-07-05 19:57:33,2022-07-12 19:57:33,4,1307.88
7353,3024,Processing,M,2020-07-23 12:23:37,,,,1,446.46
7354,8850,Shipped,F,2020-09-10 15:27:00,,2020-09-11 15:27:00,2020-09-18 15:27:00,4,1148.44
7355,6180,Cancelled,F,2022-01-22 07:29:10,,,,1,121.24
7356,5888,Cancelled,M,2023-03-13 20:32:24,,,,1,500.88
7357,6931,Returned,F,2021-01-18 03:15:13,2021-02-13 03:15:13,2021-01-21 03:15:13,2021-01-27 03:15:13,3,744.47
7358,2472,Complete,F,2022-08-31 02:37:38,,2022-09-01 02:37:38,2022-09-04 02:37:38,1,188.9
7359,5568,Complete,M,2021-08-09 01:23:36,,2021-08-11 01:23:36,2021-08-15 01:23:36,3,668.08
7360,6761,Complete,F,2024-11-15 00:04:06,,2024-11-18 00:04:06,2024-11-24 00:04:06,1,340.77
7361,6670,Complete,F,2024-09-25 07:37:00,,2024-09-27 07:37:00,2024-10-02 07:37:00,2,729.65
7362,4941,Complete,F,2023-01-18 08:59:40,,2023-01-20 08:59:40,2023-01-26 08:59:40,5,1670.59
7363,5151,Complete,M,2022-04-24 12:09:02,,2022-04-25 12:09:02,2022-04-30 12:09:02,2,350.29
7364,4036,Shipped,F,2021-12-19 15:43:12,,2021-12-20 15:43:12,2021-12-23 15:43:12,1,176.98
7365,2466,Processing,M,2021-01-07 10:25:11,,,,2,415.48
7366,4988,Returned,M,2024-04-20 23:03:51,2024-05-02 23:03:51,2024-04-23 23:03:51,2024-04-25 23:03:51,2,699.63
7367,6804,Processing,F,2024-03-02 23:40:10,,,,3,580.78
7368,4646,Cancelled,M,2024-02-10 12:05:58,,,,1,131.04
7369,5941,Complete,M,2024-06-24 08:23:33,,2024-06-25 08:23:33,2024-07-02 08:23:33,1,192.39
7370,8845,Complete,M,2024-12-30 22:36:43,,2024-12-31 22:36:43,2025-01-04 22:36:43,3,1019.04
7371,4547,Complete,F,2021-05-27 11:05:21,,2021-05-30 11:05:21,2021-06-01 11:05:21,3,1146.1
7372,1177,Cancelled,F,2023-07-07 19:55:34,,,,2,660.86
7373,8442,Complete,M,2020-10-27 11:33:05,,2020-10-29 11:33:05,2020-11-04 11:33:05,3,865.08
7374,3691,Complete,F,2024-04-14 16:05:13,,2024-04-15 16:05:13,2024-04-20 16:05:13,2,595.45
7375,363,Complete,M,2020-10-18 01:31:04,,2020-10-19 01:31:04,2020-10-22 01:31:04,1,335.16
7376,2478,Complete,M,2024-02-06 20:51:46,,2024-02-08 20:51:46,2024-02-15 20:51:46,2,316.9
7377,8686,Complete,F,2023-11-19 04:11:09,,2023-11-22 04:11:09,2023-11-24 04:11:09,1,105.64
7378,2474,Complete,F,2023-05-12 19:02:18,,2023-05-14 19:02:18,2023-05-20 19:02:18,2,340.82
7379,5351,Cancelled,M,2023-10-16 00:03:13,,,,4,1113.45
7380,2932,Processing,F,2022-10-12 01:09:17,,,,2,686.98
7381,3683,Complete,F,2024-12-14 02:22:29,,2024-12-15 02:22:29,2024-12-22 02:22:29,3,854.83
7382,7570,Complete,M,2023-04-16 17:31:32,,2023-04-19 17:31:32,2023-04-25 17:31:32,1,67.94
7383,1442,Complete,M,2024-12-17 18:18:13,,2024-12-20 18:18:13,2024-12-24 18:18:13,1,370.3
7384,5767,Shipped,F,2023-04-05 06:56:58,,2023-04-06 06:56:58,2023-04-08 06:56:58,1,242.57
7385,1209,Shipped,M,2024-06-22 03:42:33,,2024-06-23 03:42:33,2024-06-29 03:42:33,3,617.81
7386,6587,Complete,F,2024-01-15 14:11:42,,2024-01-18 14:11:42,2024-01-22 14:11:42,4,717.53
7387,3290,Complete,M,2021-01-22 20:22:27,,2021-01-24 20:22:27,2021-01-31 20:22:27,4,1213.55
7388,5548,Complete,M,2021-02-26 11:37:39,,2021-02-27 11:37:39,2021-03-04 11:37:39,2,749.7
7389,99,Complete,F,2023-05-06 15:46:11,,2023-05-08 15:46:11,2023-05-15 15:46:11,1,335.6
7390,4024,Returned,F,2024-03-05 12:42:30,2024-04-08 12:42:30,2024-03-08 12:42:30,2024-03-15 12:42:30,3,949.61
7391,9961,Complete,F,2022-12-14 15:00:12,,2022-12-17 15:00:12,2022-12-22 15:00:12,2,187.62
7392,3456,Complete,M,2024-03-16 20:28:41,,2024-03-18 20:28:41,2024-03-23 20:28:41,5,915.23
7393,5906,Complete,F,2023-02-01 21:19:52,,2023-02-02 21:19:52,2023-02-04 21:19:52,1,378.46
7394,7321,Processing,M,2024-08-20 02:37:39,,,,1,64.93
7395,9282,Shipped,M,2023-06-05 17:48:14,,2023-06-06 17:48:14,2023-06-09 17:48:14,3,1264.76
7396,7410,Complete,M,2023-07-09 01:01:18,,2023-07-10 01:01:18,2023-07-12 01:01:18,2,572.91
7397,9244,Complete,F,2023-01-02 03:29:14,,2023-01-05 03:29:14,2023-01-07 03:29:14,2,171.2
7398,4859,Cancelled,M,2021-08-06 21:25:45,,,,1,639.09
7399,3780,Shipped,F,2021-12-30 02:21:24,,2022-01-02 02:21:24,2022-01-04 02:21:24,4,1269.2
7400,1176,Complete,F,2024-09-24 00:47:52,,2024-09-26 00:47:52,2024-09-30 00:47:52,4,1510.17
7401,1679,Shipped,F,2021-11-25 03:33:08,,2021-11-28 03:33:08,2021-12-01 03:33:08,1,189.83
7402,544,Complete,F,2021-05-20 17:20:57,,2021-05-21 17:20:57,2021-05-23 17:20:57,1,381.45
7403,6341,Processing,F,2024-05-22 21:34:30,,,,1,307.84
7404,1406,Complete,M,2023-06-12 18:47:57,,2023-06-15 18:47:57,2023-06-17 18:47:57,6,1685.18
7405,2541,Complete,F,2022-04-18 02:19:04,,2022-04-19 02:19:04,2022-04-22 02:19:04,3,603.84
7406,9997,Returned,F,2024-12-21 13:28:05,2025-01-26 13:28:05,2024-12-23 13:28:05,2024-12-30 13:28:05,3,782.8
7407,3992,Cancelled,F,2023-07-25 10:08:44,,,,1,317.71
7408,191,Complete,M,2023-05-24 14:30:49,,2023-05-26 14:30:49,2023-05-29 14:30:49,2,705.2
7409,3841,Complete,F,2021-04-09 05:07:34,,2021-04-11 05:07:34,2021-04-13 05:07:34,2,636.82
7410,2738,Complete,M,2024-05-09 03:22:34,,2024-05-12 03:22:34,2024-05-18 03:22:34,1,195.66
7411,4059,Processing,M,2022-04-17 23:17:04,,,,4,1390.78
7412,4579,Returned,F,2021-11-01 12:11:03,2021-11-15 12:11:03,2021-11-03 12:11:03,2021-11-08 12:11:03,1,387.09
7413,7278,Cancelled,F,2023-08-12 17:34:46,,,,6,1487.53
7414,2415,Complete,M,2024-11-11 01:53:49,,2024-11-12 01:53:49,2024-11-19 01:53:49,2,428.1
7415,5394,Complete,F,2024-07-06 13:31:56,,2024-07-08 13:31:56,2024-07-10 13:31:56,4,1199.4
7416,8436,Complete,F,2024-01-16 07:53:10,,2024-01-17 07:53:10,2024-01-20 07:53:10,3,1144.27
7417,974,Complete,F,2023-04-08 02:24:31,,2023-04-11 02:24:31,2023-04-16 02:24:31,3,709.22
7418,7479,Cancelled,M,2024-10-13 05:05:11,,,,1,388.71
7419,3062,Processing,F,2024-06-01 19:11:29,,,,3,848.89
7420,8778,Complete,F,2024-11-14 22:49:04,,2024-11-16 22:49:04,2024-11-23 22:49:04,3,800.36
7421,2340,Complete,M,2020-11-11 21:47:34,,2020-11-12 21:47:34,2020-11-18 21:47:34,2,1112.99
7422,9443,Complete,M,2024-08-20 10:39:11,,2024-08-23 10:39:11,2024-08-26 10:39:11,1,187.61
7423,257,Complete,F,2022-10-02 00:42:49,,2022-10-05 00:42:49,2022-10-12 00:42:49,3,855.21
7424,8189,Complete,F,2023-08-05 03:38:57,,2023-08-07 03:38:57,2023-08-14 03:38:57,1,157.97
7425,909,Complete,F,2024-11-24 06:54:01,,2024-11-26 06:54:01,2024-11-30 06:54:01,1,194.37
7426,4892,Complete,M,2022-12-28 18:26:27,,2022-12-30 18:26:27,2023-01-06 18:26:27,3,966.0
7427,4547,Cancelled,F,2022-12-21 17:02:16,,,,2,170.7
7428,9661,Returned,F,2022-02-20 18:27:41,2022-03-19 18:27:41,2022-02-23 18:27:41,2022-03-02 18:27:41,5,979.63
7429,1173,Complete,M,2021-05-12 21:48:52,,2021-05-14 21:48:52,2021-05-18 21:48:52,2,597.5
7430,9635,Complete,F,2021-11-11 13:38:52,,2021-11-13 13:38:52,2021-11-16 13:38:52,1,243.47
7431,6131,Complete,F,2024-07-03 00:52:22,,2024-07-04 00:52:22,2024-07-09 00:52:22,3,430.08
7432,2726,Complete,M,2024-06-24 02:26:41,,2024-06-25 02:26:41,2024-06-28 02:26:41,1,336.8
7433,7410,Complete,M,2022-08-03 11:08:17,,2022-08-04 11:08:17,2022-08-07 11:08:17,2,265.6
7434,2341,Shipped,F,2024-03-16 21:08:16,,2024-03-18 21:08:16,2024-03-22 21:08:16,3,1223.92
7435,8251,Complete,M,2024-12-10 13:58:32,,2024-12-13 13:58:32,2024-12-20 13:58:32,2,436.69
7436,90,Complete,F,2020-12-19 23:04:02,,2020-12-21 23:04:02,2020-12-25 23:04:02,2,910.78
7437,9235,Complete,F,2024-04-18 12:49:33,,2024-04-19 12:49:33,2024-04-21 12:49:33,3,862.11
7438,6490,Shipped,M,2024-03-16 22:34:53,,2024-03-17 22:34:53,2024-03-23 22:34:53,3,528.95
7439,6188,Complete,M,2023-12-16 06:43:14,,2023-12-17 06:43:14,2023-12-22 06:43:14,1,199.8
7440,2786,Complete,F,2023-01-25 20:08:41,,2023-01-26 20:08:41,2023-01-28 20:08:41,3,287.47
7441,9349,Complete,M,2021-05-02 06:01:44,,2021-05-04 06:01:44,2021-05-10 06:01:44,1,27.12
7442,7353,Complete,M,2024-12-24 19:31:55,,2024-12-26 19:31:55,2024-12-29 19:31:55,2,418.55
7443,6548,Shipped,M,2024-12-18 00:33:02,,2024-12-20 00:33:02,2024-12-24 00:33:02,1,173.8
7444,4325,Returned,M,2024-08-18 04:53:46,2024-09-14 04:53:46,2024-08-20 04:53:46,2024-08-25 04:53:46,2,535.51
7445,3872,Returned,F,2024-10-01 13:15:11,2024-11-01 13:15:11,2024-10-02 13:15:11,2024-10-07 13:15:11,1,345.9
7446,7835,Complete,M,2020-08-15 05:58:28,,2020-08-17 05:58:28,2020-08-20 05:58:28,2,816.49
7447,9988,Processing,M,2024-12-20 19:22:13,,,,3,1258.44
7448,7929,Complete,F,2022-03-27 16:06:33,,2022-03-28 16:06:33,2022-04-01 16:06:33,1,262.51
7449,7415,Cancelled,M,2021-01-10 11:03:34,,,,2,586.63
7450,5115,Cancelled,M,2022-07-15 00:57:22,,,,2,626.44
7451,9738,Complete,F,2023-09-23 06:35:56,,2023-09-26 06:35:56,2023-10-02 06:35:56,3,793.61
7452,1092,Processing,F,2021-08-02 06:07:59,,,,3,863.82
7453,3082,Complete,F,2024-10-24 00:35:56,,2024-10-25 00:35:56,2024-10-28 00:35:56,2,406.73
7454,2561,Complete,F,2024-05-08 20:44:23,,2024-05-09 20:44:23,2024-05-11 20:44:23,2,279.14
7455,8012,Cancelled,M,2023-05-23 00:10:48,,,,1,439.27
7456,5605,Shipped,F,2022-08-23 16:48:11,,2022-08-25 16:48:11,2022-08-28 16:48:11,2,130.12
7457,8679,Returned,M,2024-04-11 15:52:11,2024-05-12 15:52:11,2024-04-14 15:52:11,2024-04-16 15:52:11,2,533.42
7458,4513,Complete,M,2020-08-15 04:25:30,,2020-08-16 04:25:30,2020-08-21 04:25:30,3,785.95
7459,3881,Shipped,M,2021-06-22 19:45:26,,2021-06-25 19:45:26,2021-06-27 19:45:26,4,1132.84
7460,4634,Complete,F,2023-02-17 13:09:28,,2023-02-18 13:09:28,2023-02-21 13:09:28,1,193.77
7461,473,Complete,M,2023-12-31 14:27:26,,2024-01-02 14:27:26,2024-01-04 14:27:26,1,48.61
7462,9548,Complete,M,2023-03-15 16:49:06,,2023-03-18 16:49:06,2023-03-23 16:49:06,1,338.78
7463,8765,Complete,F,2024-01-25 13:40:00,,2024-01-26 13:40:00,2024-01-28 13:40:00,1,229.64
7464,8898,Complete,F,2022-06-09 21:50:53,,2022-06-10 21:50:53,2022-06-15 21:50:53,1,385.9
7465,3293,Complete,M,2024-11-03 07:59:49,,2024-11-06 07:59:49,2024-11-08 07:59:49,4,636.85
7466,6150,Cancelled,M,2024-09-14 17:41:35,,,,4,1456.89
7467,1118,Complete,M,2024-01-14 15:16:21,,2024-01-17 15:16:21,2024-01-20 15:16:21,1,193.71
7468,8044,Cancelled,M,2024-05-21 05:47:27,,,,2,162.43
7469,5580,Complete,M,2022-01-16 17:36:13,,2022-01-18 17:36:13,2022-01-21 17:36:13,1,180.44
7470,672,Complete,M,2023-11-11 16:43:08,,2023-11-13 16:43:08,2023-11-17 16:43:08,2,519.66
7471,3099,Cancelled,M,2023-04-27 17:58:59,,,,2,414.11
7472,9121,Complete,F,2024-07-18 07:19:31,,2024-07-21 07:19:31,2024-07-27 07:19:31,1,405.8
7473,9792,Complete,M,2024-08-22 16:49:54,,2024-08-23 16:49:54,2024-08-30 16:49:54,3,1023.18
7474,6152,Cancelled,M,2023-05-30 08:43:29,,,,1,468.47
7475,2545,Complete,F,2021-02-01 05:16:29,,2021-02-03 05:16:29,2021-02-08 05:16:29,5,1933.69
7476,2489,Shipped,F,2024-03-04 11:10:58,,2024-03-07 11:10:58,2024-03-09 11:10:58,2,636.76
7477,4326,Complete,M,2022-12-03 05:11:25,,2022-12-06 05:11:25,2022-12-11 05:11:25,1,443.04
7478,8846,Complete,M,2024-11-23 04:17:31,,2024-11-26 04:17:31,2024-11-29 04:17:31,3,478.31
7479,5525,Returned,M,2022-07-10 05:21:58,2022-07-22 05:21:58,2022-07-11 05:21:58,2022-07-13 05:21:58,2,312.47
7480,4510,Processing,M,2024-10-01 22:22:25,,,,1,301.25
7481,6936,Complete,F,2022-12-30 03:26:43,,2022-12-31 03:26:43,2023-01-02 03:26:43,3,793.41
7482,6744,Complete,F,2024-12-17 10:51:02,,2024-12-19 10:51:02,2024-12-25 10:51:02,2,469.15
7483,7305,Complete,M,2023-08-16 08:11:41,,2023-08-17 08:11:41,2023-08-21 08:11:41,2,415.91
7484,9559,Complete,M,2023-09-22 04:36:40,,2023-09-24 04:36:40,2023-10-01 04:36:40,1,510.71
7485,773,Complete,F,2023-01-28 17:04:13,,2023-01-29 17:04:13,2023-02-03 17:04:13,2,492.69
7486,9556,Complete,M,2023-12-26 13:09:28,,2023-12-29 13:09:28,2024-01-03 13:09:28,1,325.75
7487,6245,Complete,M,2023-01-30 04:42:08,,2023-02-01 04:42:08,2023-02-04 04:42:08,3,852.99
7488,809,Cancelled,M,2023-07-19 10:01:38,,,,1,88.21
7489,3714,Returned,F,2024-07-10 21:44:23,2024-07-31 21:44:23,2024-07-11 21:44:23,2024-07-14 21:44:23,1,137.39
7490,865,Returned,M,2024-09-10 17:04:24,2024-09-25 17:04:24,2024-09-11 17:04:24,2024-09-13 17:04:24,1,482.21
7491,4524,Complete,M,2023-12-16 22:20:37,,2023-12-18 22:20:37,2023-12-25 22:20:37,1,417.57
7492,1094,Complete,F,2023-04-13 08:32:49,,2023-04-15 08:32:49,2023-04-18 08:32:49,1,339.2
7493,3677,Complete,M,2022-09-27 15:30:10,,2022-09-30 15:30:10,2022-10-07 15:30:10,1,165.34
